=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.07.28 19:47:18 =~=~=~=~=~=~=~=~=~=~=~=
00:02:52.019: Update in progress (Total 592432/840672 bytes).  70%
00:17:08.549: Set fault status from opentherm
00:17:08.553: MainLoop: ArduinoOTA
00:17:08.556: MainLoop: checkWifi
00:17:08.558: MainLoop: Websocket cleanup
00:17:08.561: Update_OpenTherm_data
00:17:08.564: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:08.569: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:08.844: Processed Opentherm and get response
00:17:08.847: Set statuses from dhwTarget
00:17:09.045: Set statuses from op
00:17:09.245: Set statuses from opentherm
00:17:09.248: Set statuses from isCentralHeatingActive
00:17:09.250: Set statuses from isHotWaterActive
00:17:09.253: Set statuses from isFlameOn
00:17:09.258: Set statuses from isCoolingActive
00:17:09.261: Set statuses from isDiagnostic
00:17:09.456: Set statuses from getModulation
00:17:09.652: Set statuses from getBoilerTemperature
00:17:09.848: Set statuses from getDHWTemperature
00:17:10.047: Set statuses from getReturnTemperature
00:17:10.247: Set statuses from getPressure
00:17:10.250: Set statuses from opentherm
00:17:10.253: Set fault status from opentherm
00:17:10.257: MainLoop: ArduinoOTA
00:17:10.259: MainLoop: checkWifi
00:17:10.262: MainLoop: Websocket cleanup
00:17:10.264: MainLoopInLoop: loop begin updatedatatowww
00:17:10.266: Update Data to www
00:17:10.272: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:17:10.275: MainLoopInLoop: notifyclients to /ws in JSON
00:17:10.283: MainLoopInLoop: Influx validateconnection
00:17:10.414: Connected to InfluxDB: http://ha.marm:8086
00:17:10.417: MainLoopInLoop: message str builder to log
00:17:10.420: stats: Uptime: 17min. 10s.  ## Free memory: 39% 12.41kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:17:10.425: MainLoopInLoop: stats string builder to json
00:17:10.431: MainLoopInLoop: mqttAsync send stats
00:17:10.436: MainLoopInLoop: mqttAsync send WillTopic
00:17:10.440: Update_OpenTherm_data
00:17:10.443: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:10.452: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:10.652: Processed Opentherm and get response
00:17:10.655: Set statuses from dhwTarget
00:17:10.850: Set statuses from op
00:17:11.049: Set statuses from opentherm
00:17:11.052: Set statuses from isCentralHeatingActive
00:17:11.054: Set statuses from isHotWaterActive
00:17:11.057: Set statuses from isFlameOn
00:17:11.059: Set statuses from isCoolingActive
00:17:11.062: Set statuses from isDiagnostic
00:17:11.258: Set statuses from getModulation
00:17:11.454: Set statuses from getBoilerTemperature
00:17:11.650: Set statuses from getDHWTemperature
00:17:11.850: Set statuses from getReturnTemperature
00:17:12.051: Set statuses from getPressure
00:17:12.053: Set statuses from opentherm
00:17:12.056: Set fault status from opentherm
00:17:12.060: MainLoop: ArduinoOTA
00:17:12.062: MainLoop: checkWifi
00:17:12.065: MainLoop: Websocket cleanup
00:17:12.067: MainLoop3rdTimed: Ledblonk
00:17:12.070: Update_OpenTherm_data
00:17:12.073: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:12.080: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:12.351: Processed Opentherm and get response
00:17:12.354: Set statuses from dhwTarget
00:17:12.552: Set statuses from op
00:17:12.752: Set statuses from opentherm
00:17:12.755: Set statuses from isCentralHeatingActive
00:17:12.757: Set statuses from isHotWaterActive
00:17:12.760: Set statuses from isFlameOn
00:17:12.762: Set statuses from isCoolingActive
00:17:12.765: Set statuses from isDiagnostic
00:17:12.961: Set statuses from getModulation
00:17:13.157: Set statuses from getBoilerTemperature
00:17:13.353: Set statuses from getDHWTemperature
00:17:13.554: Set statuses from getReturnTemperature
00:17:13.754: Set statuses from getPressure
00:17:13.757: Set statuses from opentherm
00:17:13.759: Set fault status from opentherm
00:17:13.763: MainLoop: ArduinoOTA
00:17:13.766: MainLoop: checkWifi
00:17:13.768: MainLoop: Websocket cleanup
00:17:13.770: MainLoopInLoop: loop begin updatedatatowww
00:17:13.773: Update Data to www
00:17:13.778: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:17:13.782: MainLoopInLoop: notifyclients to /ws in JSON
00:17:13.790: MainLoopInLoop: Influx validateconnection
00:17:13.850: Connected to InfluxDB: http://ha.marm:8086
00:17:13.853: MainLoopInLoop: message str builder to log
00:17:13.856: stats: Uptime: 17min. 13s.  ## Free memory: 43% 13.75kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:17:13.861: MainLoopInLoop: stats string builder to json
00:17:13.867: MainLoopInLoop: mqttAsync send stats
00:17:13.872: MainLoopInLoop: mqttAsync send WillTopic
00:17:13.876: MainLoop3rdTimed: Ledblonk
00:17:13.880: Update_OpenTherm_data
00:17:13.883: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:13.891: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:14.156: Processed Opentherm and get response
00:17:14.158: Set statuses from dhwTarget
00:17:14.355: Set statuses from op
00:17:14.556: Set statuses from opentherm
00:17:14.559: Set statuses from isCentralHeatingActive
00:17:14.561: Set statuses from isHotWaterActive
00:17:14.563: Set statuses from isFlameOn
00:17:14.568: Set statuses from isCoolingActive
00:17:14.571: Set statuses from isDiagnostic
00:17:14.766: Set statuses from getModulation
00:17:14.962: Set statuses from getBoilerTemperature
00:17:15.158: Set statuses from getDHWTemperature
00:17:15.357: Set statuses from getReturnTemperature
00:17:15.558: Set statuses from getPressure
00:17:15.561: Set statuses from opentherm
00:17:15.563: Set fault status from opentherm
00:17:15.567: MainLoop: ArduinoOTA
00:17:15.570: MainLoop: checkWifi
00:17:15.572: MainLoop: Websocket cleanup
00:17:15.574: MainLoop2ndTimed: entry on mqttmessage or time
00:17:15.577: Update MQTT and influxDB. lastUpdatemqtt: 00:16:14.989 receivedmqttdata: 0 mqttUpdateInterval_ms: 60000
00:17:15.586: MainLoop2ndTimed: Update InfluxDB
00:17:15.591: Sending data to InfluxDB ...
00:17:15.603: Writing to InfluxDB:
00:17:16.381: MainLoop2ndTimed: Update MQTT data
00:17:16.385: Sending data to MQTT ...
00:17:16.389: EnableHW: on
00:17:16.392: Status_Cooling: on
00:17:16.403: Update_OpenTherm_data
00:17:16.407: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:16.410: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:16.660: Processed Opentherm and get response
00:17:16.663: Set statuses from dhwTarget
00:17:16.860: Set statuses from op
00:17:17.061: Set statuses from opentherm
00:17:17.064: Set statuses from isCentralHeatingActive
00:17:17.066: Set statuses from isHotWaterActive
00:17:17.068: Set statuses from isFlameOn
00:17:17.071: Set statuses from isCoolingActive
00:17:17.073: Set statuses from isDiagnostic
00:17:17.270: Set statuses from getModulation
00:17:17.465: Set statuses from getBoilerTemperature
00:17:17.662: Set statuses from getDHWTemperature
00:17:17.862: Set statuses from getReturnTemperature
00:17:18.062: Set statuses from getPressure
00:17:18.065: Set statuses from opentherm
00:17:18.068: Set fault status from opentherm
00:17:18.074: MainLoop: ArduinoOTA
00:17:18.077: MainLoop: checkWifi
00:17:18.080: MainLoop: Websocket cleanup
00:17:18.082: MainLoopInLoop: loop begin updatedatatowww
00:17:18.085: Update Data to www
00:17:18.090: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:17:18.093: MainLoopInLoop: notifyclients to /ws in JSON
00:17:18.098: MainLoopInLoop: Influx validateconnection
00:17:18.139: Connected to InfluxDB: http://ha.marm:8086
00:17:18.142: MainLoopInLoop: message str builder to log
00:17:18.145: stats: Uptime: 17min. 18s.  ## Free memory: 43% 13.76kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:17:18.150: MainLoopInLoop: stats string builder to json
00:17:18.156: MainLoopInLoop: mqttAsync send stats
00:17:18.161: MainLoopInLoop: mqttAsync send WillTopic
00:17:18.166: Update_OpenTherm_data
00:17:18.169: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:18.178: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:18.287: !!!!!!MQTT: Publish received.
00:17:18.291: !!!!!!MQTT: Publish received.
00:17:18.295: MQTT callback Topic: COWoda0/sensor/boilerroom/attributes, Received 550B message ...: {"rssi":-63,"CRT":50,"uptime":649230,"CO0_outside_temperature_North": 17.81,"CO0_outside_temperature_East": 18.13,"CO0_outside_temperature_West": 20.63,"CO0_outside_temperature_South": 19.06,"CO0_outside_temperature_Averange": 18.91,"CO0_boilerroom_temperature_CO": 20.63,"CO0_boilerroom_temperature_Water": 20.75,"CO0_boilerroom_temperature": 24.30,"CO0_boilerroom_pressure": 993,"CO0_boilerroom_high": 0.00,"CO0_boilerroom_highreal": 0.00,"CO0_boilerroom_gasCO": 75.00,"CO0_boilerroom_pump1Water_Energy": 0.01,"CO0_boilerroom_pump2CO_Energy": 0.01}
00:17:18.346: Value is valid number: 18.91
00:17:18.349: NEWS temp  updated from MQTT to: 18.91
00:17:18.378: Processed Opentherm and get response
00:17:18.381: Set statuses from dhwTarget
00:17:18.576: Set statuses from op
00:17:18.615: !!!!!!MQTT: Publish received.
00:17:18.618: MQTT callback Topic: COWoda0/switch/boilerroom/attributes, Received 77B message ...: {"CRT":50,"CO0_boilerroom_pump1Water": "OFF","CO0_boilerroom_pump2CO": "OFF"}
00:17:18.627: PayloadStatus. PayloadStr: OFF
00:17:18.630: PayloadStatus. PayloadStr: OFF
00:17:18.634: Wood/coax CO Pump Status  to:  Disabled
00:17:18.639: PayloadStatus. PayloadStr: OFF
00:17:18.643: PayloadStatus. PayloadStr: OFF
00:17:18.646: Wood/coax Water Pump Status  to:  Disabled
00:17:18.772: Set statuses from opentherm
00:17:18.775: Set statuses from isCentralHeatingActive
00:17:18.777: Set statuses from isHotWaterActive
00:17:18.780: Set statuses from isFlameOn
00:17:18.782: Set statuses from isCoolingActive
00:17:18.785: Set statuses from isDiagnostic
00:17:18.981: Set statuses from getModulation
00:17:19.177: Set statuses from getBoilerTemperature
00:17:19.372: Set statuses from getDHWTemperature
00:17:19.568: Set statuses from getReturnTemperature
00:17:19.766: Set statuses from getPressure
00:17:19.769: Set statuses from opentherm
00:17:19.771: Set fault status from opentherm
00:17:19.776: MainLoop: ArduinoOTA
00:17:19.778: MainLoop: checkWifi
00:17:19.781: MainLoop: Websocket cleanup
00:17:19.783: Update_OpenTherm_data
00:17:19.787: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:19.791: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:20.066: Processed Opentherm and get response
00:17:20.069: Set statuses from dhwTarget
00:17:20.267: Set statuses from op
00:17:20.467: Set statuses from opentherm
00:17:20.470: Set statuses from isCentralHeatingActive
00:17:20.473: Set statuses from isHotWaterActive
00:17:20.475: Set statuses from isFlameOn
00:17:20.477: Set statuses from isCoolingActive
00:17:20.480: Set statuses from isDiagnostic
00:17:20.677: Set statuses from getModulation
00:17:20.872: Set statuses from getBoilerTemperature
00:17:21.069: Set statuses from getDHWTemperature
00:17:21.269: Set statuses from getReturnTemperature
00:17:21.469: Set statuses from getPressure
00:17:21.472: Set statuses from opentherm
00:17:21.474: Set fault status from opentherm
00:17:21.479: MainLoop: ArduinoOTA
00:17:21.481: MainLoop: checkWifi
00:17:21.483: MainLoop: Websocket cleanup
00:17:21.486: MainLoopInLoop: loop begin updatedatatowww
00:17:21.488: Update Data to www
00:17:21.494: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:17:21.498: MainLoopInLoop: notifyclients to /ws in JSON
00:17:21.505: MainLoopInLoop: Influx validateconnection
00:17:21.535: Connected to InfluxDB: http://ha.marm:8086
00:17:21.538: MainLoopInLoop: message str builder to log
00:17:21.542: stats: Uptime: 17min. 21s.  ## Free memory: 43% 13.75kB bytes ## Wifi: 78% ## Mqtt reconnects: 0
00:17:21.547: MainLoopInLoop: stats string builder to json
00:17:21.553: MainLoopInLoop: mqttAsync send stats
00:17:21.558: MainLoopInLoop: mqttAsync send WillTopic
00:17:21.562: Update_OpenTherm_data
00:17:21.565: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:21.573: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:21.774: Processed Opentherm and get response
00:17:21.777: Set statuses from dhwTarget
00:17:21.972: Set statuses from op
00:17:22.171: Set statuses from opentherm
00:17:22.174: Set statuses from isCentralHeatingActive
00:17:22.177: Set statuses from isHotWaterActive
00:17:22.179: Set statuses from isFlameOn
00:17:22.181: Set statuses from isCoolingActive
00:17:22.187: Set statuses from isDiagnostic
00:17:22.382: Set statuses from getModulation
00:17:22.578: Set statuses from getBoilerTemperature
00:17:22.773: Set statuses from getDHWTemperature
00:17:22.972: Set statuses from getReturnTemperature
00:17:23.173: Set statuses from getPressure
00:17:23.176: Set statuses from opentherm
00:17:23.178: Set fault status from opentherm
00:17:23.183: MainLoop: ArduinoOTA
00:17:23.185: MainLoop: checkWifi
00:17:23.190: MainLoop: Websocket cleanup
00:17:23.193: Update_OpenTherm_data
00:17:23.196: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:23.199: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:23.473: Processed Opentherm and get response
00:17:23.476: Set statuses from dhwTarget
00:17:23.674: Set statuses from op
00:17:23.874: Set statuses from opentherm
00:17:23.877: Set statuses from isCentralHeatingActive
00:17:23.879: Set statuses from isHotWaterActive
00:17:23.882: Set statuses from isFlameOn
00:17:23.884: Set statuses from isCoolingActive
00:17:23.886: Set statuses from isDiagnostic
00:17:24.083: Set statuses from getModulation
00:17:24.279: Set statuses from getBoilerTemperature
00:17:24.475: Set statuses from getDHWTemperature
00:17:24.676: Set statuses from getReturnTemperature
00:17:24.876: Set statuses from getPressure
00:17:24.879: Set statuses from opentherm
00:17:24.881: Set fault status from opentherm
00:17:24.885: MainLoop: ArduinoOTA
00:17:24.888: MainLoop: checkWifi
00:17:24.890: MainLoop: Websocket cleanup
00:17:24.892: MainLoopInLoop: loop begin updatedatatowww
00:17:24.895: Update Data to www
00:17:24.900: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:17:24.904: MainLoopInLoop: notifyclients to /ws in JSON
00:17:24.912: MainLoopInLoop: Influx validateconnection
00:17:25.256: Connected to InfluxDB: http://ha.marm:8086
00:17:25.259: MainLoopInLoop: message str builder to log
00:17:25.262: stats: Uptime: 17min. 25s.  ## Free memory: 44% 13.84kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:17:25.267: MainLoopInLoop: stats string builder to json
00:17:25.273: MainLoopInLoop: mqttAsync send stats
00:17:25.278: MainLoopInLoop: mqttAsync send WillTopic
00:17:25.282: MainLoop3rdTimed: Ledblonk
00:17:25.286: Update_OpenTherm_data
00:17:25.290: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:25.298: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:25.499: Processed Opentherm and get response
00:17:25.502: Set statuses from dhwTarget
00:17:25.697: Set statuses from op
00:17:25.893: Set statuses from opentherm
00:17:25.896: Set statuses from isCentralHeatingActive
00:17:25.898: Set statuses from isHotWaterActive
00:17:25.900: Set statuses from isFlameOn
00:17:25.903: Set statuses from isCoolingActive
00:17:25.906: Set statuses from isDiagnostic
00:17:26.102: Set statuses from getModulation
00:17:26.297: Set statuses from getBoilerTemperature
00:17:26.492: Set statuses from getDHWTemperature
00:17:26.688: Set statuses from getReturnTemperature
00:17:26.883: Set statuses from getPressure
00:17:26.886: Set statuses from opentherm
00:17:26.888: Set fault status from opentherm
00:17:26.893: MainLoop: ArduinoOTA
00:17:26.895: MainLoop: checkWifi
00:17:26.897: MainLoop: Websocket cleanup
00:17:26.900: Update_OpenTherm_data
00:17:26.903: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:26.909: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:27.181: Processed Opentherm and get response
00:17:27.184: Set statuses from dhwTarget
00:17:27.381: Set statuses from op
00:17:27.581: Set statuses from opentherm
00:17:27.584: Set statuses from isCentralHeatingActive
00:17:27.587: Set statuses from isHotWaterActive
00:17:27.589: Set statuses from isFlameOn
00:17:27.591: Set statuses from isCoolingActive
00:17:27.594: Set statuses from isDiagnostic
00:17:27.790: Set statuses from getModulation
00:17:27.986: Set statuses from getBoilerTemperature
00:17:28.183: Set statuses from getDHWTemperature
